state,billID,link,year,title,status,lastAction,author,topics,summary
NJ,NJ S    2656,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2656&ciq=ncsl&client_md=bcbdd293229fde8ecb62d395c4feb0e6&mode=current_text,2020,Law Enforcement Disciplinary Records Access,"Pending - Senate State Government, Wagering, Tourism and Historic Preservation Committee",6/30/2020,['Weinberg (D)'],['Oversight'],"Requires access to law enforcement disciplinary records as government records, requires such records to be retained for certain period of time."
NJ,NJ S    2666,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2666&ciq=ncsl&client_md=e3b098ce7b5be1b6a6df8fc373d6c898&mode=current_text,2020,Civil Service Law Enforcement Examinations,"Pending - Senate State Government, Wagering, Tourism and Historic Preservation Committee",7/6/2020,['Cruz-Perez (D)'],['Training'],"Permits local governments to request civil service law enforcement examinations, increases training reimbursement for law enforcement positions, removes certain law enforcement appointees from civil service eligible list, allows county hiring preference for county police departments."
NJ,NJ S    2689,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2689&ciq=ncsl&client_md=0e9a4b77a21056edb5dcf96acab714f9&mode=current_text,2020,Cultural Diversity Training,Pending - SENATE,7/9/2020,"['Greenstein (D)', 'Turner (D)', 'Ruiz (D)']","['Training', ' Standards']","Requires Department of Law and Public Safety to incorporate implicit bias in cultural diversity training materials for law enforcement officers, makes mandatory cultural diversity and implicit bias training for law enforcement officers."
NJ,NJ S    2693,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2693&ciq=ncsl&client_md=f257afbf51e1f9143627c618e4280ed5&mode=current_text,2020,State Police Employment Application Registry Database,Pending - Senate Law and Public Safety Committee,7/14/2020,['Greenstein (D)'],['Oversight'],Establishes Employment Application Registry database in Division of State Police.
NJ,NJ S    2766,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2766&ciq=ncsl&client_md=905e525d3b6e0697704253d7af0322c7&mode=current_text,2020,Civil Service Commission Mentoring Program,Pending - Assembly State and Local Government Committee,8/25/2020,"['Sweeney (D)', 'Pou (D)', 'Turner (D)', 'Rice (D)', 'Greenstein (D)', 'Singleton (D)']",['Other Issues'],Requires the Civil Service Commission to establish a mentoring program for minority civil service law enforcement applications.
NJ,NJ S    2767,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2767&ciq=ncsl&client_md=e62c4ddc7262109341c3317589773451&mode=current_text,2020,Law Enforcement Hiring Process,Pending - Assembly Law and Public Safety Committee,8/27/2020,"['Cryan (D)', 'Pou (D)', 'Turner (D)', 'Rice (D)', 'Sweeney (D)', 'Greenstein (D)', 'Ruiz (D)']",['Oversight'],"Establishes an oversight database to aid in the civil service hiring process for law enforcement officers, requires a statewide diversity analysis of law enforcement."
NJ,NJ S    2792,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2792&ciq=ncsl&client_md=8685a5ed8d202fa35511f7f7f08d96dd&mode=current_text,2020,Civil Service Examination Application Follow-up,"Pending - Senate State Government, Wagering, Tourism and Historic Preservation Committee",8/3/2020,['Cryan (D)'],['Other Issues'],Requires certain counties and municipalities to accept electronic mail and text messages as an appropriate response to any law enforcement and firefighter civil service examination application follow-up.
NJ,NJ S    2797,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2797&ciq=ncsl&client_md=c32c90a8b828eb2d7a3ea92539444fa9&mode=current_text,2020,Judicial Officers Information Disclosure Prohibition,Pending - SENATE,10/22/2020,"['Cryan (D)', 'Diegnan (D)', 'Pou (D)', 'Smith B (D)', 'Singer (R)', 'Greenstein (D)', 'Scutari (D)', 'Lagana (D)']",['Other Issues'],"Prohibits disclosure of certain personal information of active, formerly active, and retired judicial officers, prosecutors, and law enforcement officers, and their family members, establishes crime and civil action for disclosing such information."
NJ,NJ S    2801,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2801&ciq=ncsl&client_md=a33d2bc8e43c1ce2426808106b55b799&mode=current_text,2020,Police Training Commission Crisis Intervention,Pending - Senate Law and Public Safety Committee,8/10/2020,['Pou (D)'],"['Training', ' Policing Alternatives and Collaboration']",Requires Police Training Commission to contract with crisis intervention training center to provide mental health training to police officers and establish curriculum specific to persons experiencing economic crisis or substance use disorder.
NJ,NJ S    2805,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2805&ciq=ncsl&client_md=7c0064e914009ba0f891f8f343a78de9&mode=current_text,2020,Police Body Camera Implementation Task Force,Pending - Senate Law and Public Safety Committee,8/13/2020,['Greenstein (D)'],"['Oversight', ' Technology']",Establishes Police Body Camera Implementation Task Force to study and make recommendations concerning use of body cameras by law enforcement agencies in this State.
NJ,NJ S    2808,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2808&ciq=ncsl&client_md=682eeec3cd3eae63b4ac29889dc709f6&mode=current_text,2020,Law Enforcement Officer Use of Force Data,Pending - Senate Law and Public Safety Committee,8/13/2020,['Singleton (D)'],"['Oversight', ' Use of Force']",Requires Attorney General to establish law enforcement officer use of force data collection and reporting system.
NJ,NJ S    2839,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2839&ciq=ncsl&client_md=df4f4f6ae947f1da1fd5445640aa9f34&mode=current_text,2020,Law Enforcement Officer Use of Force Data,Pending - SENATE,8/17/2020,['Filed by Senate'],['Use of Force'],Requires Attorney General to establish law enforcement officer use of force data collection and reporting system.
NJ,NJ S    2857,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2857&ciq=ncsl&client_md=002cf2fc7d24fa7597367afeea30bac8&mode=current_text,2020,State Law Enforcement Transparency Act,Pending - Senate Law and Public Safety Committee,8/27/2020,['Gill (D)'],"['Oversight', ' Standards']",Creates the State Law Enforcement Transparency Act.
NJ,NJ S    2923,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2923&ciq=ncsl&client_md=9495ae231c19f5061d8b7c2e56697f3e&mode=current_text,2020,Law Enforcement Presence at Polling Places,Pending - SENATE,10/19/2020,"['Turner (D)', 'Gill (D)']",['Other Issues'],"Limits law enforcement presence at polling places and ballot drop boxes, prohibits electioneering within 100 feet of ballot drop box."
NJ,NJ S    2940,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2940&ciq=ncsl&client_md=c9d0114e81494925a39117fbd3ec9949&mode=current_text,2020,Spitting in Law Enforcement Officers Food,Pending - Senate Law and Public Safety Committee,9/21/2020,['Pennacchio (R)'],['Other Issues'],"Clarifies that spitting in a law enforcement officer's food or drink constitutes aggravated assault, requires certain sanctions on restaurant employees who commit this crime."
NJ,NJ S    2963,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2963&ciq=ncsl&client_md=c55079950708dc2ae992301a17cb4579&mode=current_text,2020,Local Civilian Police Operations Review Boards,Pending - Senate Law and Public Safety Committee,9/24/2020,"['Rice (D)', 'Turner (D)']",['Oversight'],"Authorizes the creation of local civilian review boards to review police operations and conduct, makes an appropriation."
NJ,NJ S    2990,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S2990&ciq=ncsl&client_md=6992d8477b28d80f98c2a8576ee9904d&mode=current_text,2020,Law Enforcement Officer Administering Drugs,Pending - Senate Law and Public Safety Committee,10/8/2020,['Gill (D)'],"['Other Issues', ' Use of Force']",Prohibits law enforcement officer from administering anesthetic or sedative during arrest or traffic stop.
NJ,NJ S    3021,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3021&ciq=ncsl&client_md=017d7f3af16434e29c03c4f596cc2f8c&mode=current_text,2020,Daniel's Law,Pending - Senate Judiciary Committee,10/19/2020,"['Singer (R)', 'Bucco AM (R)', 'Corrado (R)']",['Other Issues'],"Relates to Daniel's Law, prohibits disclosure of home address or unpublished telephone number of certain law enforcement officers, judicial officers and prosecutors, establishes crime and civil action for disclosing such information."
NJ,NJ S    3034,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3034&ciq=ncsl&client_md=5a8fe75053b522bdd3985e0794970ae4&mode=current_text,2020,Minorities in Police Recruiting Program Appropriation,Pending - Senate Law and Public Safety Committee,10/19/2020,['Singleton (D)'],['Training'],Makes FY 2021 supplemental appropriation of a specified amount for Minorities in Police recruiting program.
NJ,NJ S    3035,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3035&ciq=ncsl&client_md=50de04dacccb7ec8a22a57421236082e&mode=current_text,2020,Law Enforcement Agencies Hiring Officers,Pending - Senate Law and Public Safety Committee,10/19/2020,['Singleton (D)'],['Standards'],Prohibits law enforcement agencies from hiring officer applicants removed from office by former agency for police misconduct.
NJ,NJ S    3058,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3058&ciq=ncsl&client_md=b778e2600e2bc55991475571a0314e8f&mode=current_text,2020,Retiree Disabled Law Officer Tuition Assistance,Pending - Senate Higher Education Committee,10/22/2020,['Connors C (R)'],['Other Issues'],Provides that former law enforcement officers who retired due to disability are eligible to receive tuition assistance to attend public institution of higher education or proprietary institution licensed to confer academic degrees.
NJ,NJ S    3071,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3071&ciq=ncsl&client_md=58b20e2a8c973379ef9ae2b45e89231b&mode=current_text,2020,Sexual Assault Victim Police Report Issuance,Pending - Senate Law and Public Safety Committee,10/22/2020,['Weinberg (D)'],['Other Issues'],"Requires law enforcement provide victim of sexual assault with police report, provides victim with option to review police report and submit corrective form."
NJ,NJ S    3075,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3075&ciq=ncsl&client_md=b179eb60c4c5464aa0a279292d1813de&mode=current_text,2020,Sexual Violence Liaison Officer,Pending - Senate Law and Public Safety Committee,10/22/2020,['Weinberg (D)'],['Other Issues'],Establishes sexual violence liaison officer in Division of State Police and local police departments.
NJ,NJ S    3083,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3083&ciq=ncsl&client_md=5c82f8289df95494cf9f872d6d3da52e&mode=current_text,2020,County and Municipal Law Enforcement Officers Standards,Pending - Senate Law and Public Safety Committee,10/29/2020,['Singleton (D)'],['Standards'],Imposes minimum age and education requirements for county and municipal law enforcement officers with certain exceptions.
NJ,NJ S    3085,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3085&ciq=ncsl&client_md=e3192f24ebd53f694d46e3ff0c3afc49&mode=current_text,2020,First Responders Affordable Housing Preferences,Pending - Senate Community and Urban Affairs Committee,10/29/2020,"['Smith B (D)', 'Kean T (R)']",['Other Issues'],Permits municipalities to establish affordable housing preference for first responders.
NJ,NJ S    3088,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3088&ciq=ncsl&client_md=a6b9e7466eefacaef0cd150218eab105&mode=current_text,2020,Firefighter and Officers Enhanced Benefits,"Pending - Senate State Government, Wagering, Tourism and Historic Preservation Committee",10/29/2020,['Cryan (D)'],['Other Issues'],"Provides for enhanced benefits for certain firefighters, corrections officers, and county police officers enrolled in Public Employees' Retirement System."
NJ,NJ S    3089,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3089&ciq=ncsl&client_md=806016de88ccac4a18d424368bd389d1&mode=current_text,2020,Body Worn Camera Program Supplemental Appropriation,Pending - SENATE,11/16/2020,"['Cryan (D)', 'Turner (D)', 'Sweeney (D)', 'Greenstein (D)', 'Ruiz (D)', 'Singleton (D)', 'Gopal (D)']","['Other Issues', ' Technology']","Concerns body worn cameras for law enforcement officers, appropriates a specified amount."
NJ,NJ S    3185,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3185&ciq=ncsl&client_md=ff9a212a6de57af3d43b9129ab35b3e5&mode=current_text,2020,"Judicial, Prosecutors and Law Officers Voter Record","Pending - Senate State Government, Wagering, Tourism and Historic Preservation Committee",11/16/2020,"['Cryan (D)', 'Pou (D)', 'Weinberg (D)']",['Other Issues'],"Allows current and former judicial officers, prosecutors, and law enforcement officers and certain family or household members to register to vote without disclosing residential address, prohibits public disclosure of that information."
NJ,NJ S    3191,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000S3191&ciq=ncsl&client_md=7bd3623523ea335f6a395ec5ddb6e326&mode=current_text,2020,Body Worn Camera Program Supplemental Appropriation,Pending - Senate Law and Public Safety Committee,11/16/2020,"['Greenstein (D)', 'Sarlo (D)', 'Cryan (D)', 'Singleton (D)']",['Technology'],Makes supplemental appropriation of a specified amount to certain law enforcement agencies for NJ Statewide Supplemental Body Worn Camera Program.
NJ,NJ A    4211,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4211&ciq=ncsl&client_md=f0a1eaa780981c3b8c94a275012c2cef&mode=current_text,2020,Biometric Surveillance Systems,"Pending - Assembly Science, Innovation and Technology Committee",6/1/2020,"['Giblin (D)', 'Benson (D)']","['Other Issues', ' Oversight']","Imposes moratorium on use of biometric surveillance systems technology by law enforcement agencies, establishes commission to recommend appropriate law enforcement uses for biometric surveillance systems technology."
NJ,NJ A    4230,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4230&ciq=ncsl&client_md=2e02e79ed175486120de8f69acae6b3b&mode=current_text,2020,False Law Enforcement Reports,Pending - ASSEMBLY,6/8/2020,['Lopez (D)'],['Other Issues'],Includes crime of false reports to law enforcement authorities as form of bias intimidation.
NJ,NJ A    4263,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4263&ciq=ncsl&client_md=f10db62ef43a8d3c2a9bc249f8944dff&mode=current_text,2020,Law Enforcement Officer Deadly Force,Pending - Senate Law and Public Safety Committee,6/15/2020,"['Sumter (D)', 'Vainieri Huttle (D)', 'Quijano (D)', 'Wimberly (D)', 'Holley (D)', 'McKnight (D)', 'Zwicker (D)', 'Reynolds-Jackso (D)', 'Tully (D)', 'Swain (D)', 'Carter (D)']",['Use of Force'],Clarifies that law enforcement officer who knowingly chokes another person engages in use of deadly force.
NJ,NJ A    4271,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4271&ciq=ncsl&client_md=9f509de4d259604d54f66b535ec725d3&mode=current_text,2020,Law Enforcement Officers Body Cameras,Pending - ASSEMBLY,8/24/2020,"['Tucker (D)', 'Conaway (D)', 'Coughlin (D)', 'McKnight (D)']",['Technology'],Requires law enforcement officers to wear body cameras.
NJ,NJ A    4272,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4272&ciq=ncsl&client_md=551d053c1b814e93e19973f99e1b88ec&mode=current_text,2020,Municipal Civilian Review Boards,Pending - Assembly Human Services Committee,6/15/2020,"['McKnight (D)', 'Vainieri Huttle (D)', 'Tucker (D)', 'Sumter (D)', 'Wimberly (D)', 'Holley (D)', 'Reynolds-Jackso (D)', 'Timberlake (D)']",['Oversight'],Establishes municipal civilian review boards to review complaints against police officers.
NJ,NJ A    4273,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4273&ciq=ncsl&client_md=6a3ae74fcd1d92876dbf47655d7103af&mode=current_text,2020,Traffic Stops Database Containing Information,Pending - Assembly Law and Public Safety Committee,6/15/2020,"['Conaway (D)', 'Reynolds-Jackso (D)']",['Oversight'],Establishes database containing information on traffic stops by certain law enforcement officers.
NJ,NJ A    4283,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4283&ciq=ncsl&client_md=84e58f9a7978d207bcffdbb6d84aa163&mode=current_text,2020,Law Enforcement Disciplinary Record Accessibility,Pending - Assembly Community Development and Affairs Committee,6/18/2020,"['Wimberly (D)', 'Reynolds-Jackso (D)']",['Oversight'],Makes law enforcement disciplinary records accessible as government record.
NJ,NJ A    4284,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4284&ciq=ncsl&client_md=2d7d74a88c63074e56a8d6bbf7dc1e5a&mode=current_text,2020,Crime of Strangulation Chokehold,Pending - Assembly Community Development and Affairs Committee,6/18/2020,"['Wimberly (D)', 'Reynolds-Jackso (D)']",['Use of Force'],Establishes the crime of strangulation chokehold.
NJ,NJ A    4285,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4285&ciq=ncsl&client_md=6ce6947d960c0b95c84577b0f3004a6c&mode=current_text,2020,Law Enforcement Officer Deadly Force,Pending - Assembly Community Development and Affairs Committee,6/18/2020,"['Wimberly (D)', 'Murphy (D)', 'Reynolds-Jackso (D)']",['Use of Force'],Establishes that law enforcement officer who chokes another utilizes deadly force.
NJ,NJ A    4286,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4286&ciq=ncsl&client_md=b83db7a4748d4e2ca7b3d075b146a4d2&mode=current_text,2020,No Knock Warrant,Pending - Assembly Community Development and Affairs Committee,6/18/2020,"['Wimberly (D)', 'Reynolds-Jackso (D)']",['Other Issues'],Prohibits issuance and execution of no-knock warrant to be executed at residences.
NJ,NJ A    4312,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4312&ciq=ncsl&client_md=4cec751ccf3310f343c7d288b54da5a3&mode=current_text,2020,Law Enforcement Body Cameras Worn,Enacted - Act No. 2020-129,11/24/2020 - Enacted,"['Reynolds-Jackso (D)', 'Conaway (D)', 'McKeon (D)', 'Vainieri Huttle (D)', 'Jasey (D)', 'Tucker (D)', 'Coughlin (D)', 'Sumter (D)', 'Pinkin (D)', 'McKnight (D)', 'Timberlake (D)']",['Technology'],"Regulates use of body cameras worn by law enforcement officers, provides for circumstances under which the recording functions of a body worn camera may be deactivated, requires an officer wearing a body camera to notify subjects that they are being recorded under certain circumstances, provides for maintenance of body worn camera recordings."
NJ,NJ A    4342,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4342&ciq=ncsl&client_md=fc9b83319f2871bef777c3c0270ea414&mode=current_text,2020,County Police Academy Courses College Credits,Pending - Assembly Higher Education Committee,7/2/2020,['Dancer (R)'],['Training'],Requires county colleges and four year public institutions of higher education to award college credits to police officers for certain courses completed at county police academies.
NJ,NJ A    4366,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4366&ciq=ncsl&client_md=648f42914e0b82de2079e5b30e4105cd&mode=current_text,2020,Police Officers Mental Health Training,Pending - Senate Law and Public Safety Committee,7/27/2020,"['Taliaferro (D)', 'Vainieri Huttle (D)', 'Jasey (D)', 'Caputo (D)', 'Sumter (D)', 'Mukherji (D)', 'Murphy (D)', 'Speight (D)', 'Reynolds-Jackso (D)']",,Requires Police Training Commission to contract with crisis intervention training center to provide mental health training to police officers and establish curriculum specific to persons experiencing economic crisis or substance use disorder.
NJ,NJ A    4379,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4379&ciq=ncsl&client_md=a052065c02089f74589ed7549cee07fc&mode=current_text,2020,State Police Employment Application Registry Database,Pending - Assembly Appropriations Committee,12/7/2020,"['Pinkin (D)', 'DiMaso (R)']",['Oversight'],Establishes Employment Application Registry database in Division of State Police.
NJ,NJ A    4392,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4392&ciq=ncsl&client_md=abadb8d527e2a6a4e4485a34ca972f0a&mode=current_text,2020,Law Enforcement Officer and Recruit Defense Training,Pending - Assembly Law and Public Safety Committee,7/16/2020,"['Johnson (D)', 'DeCroce B (R)', 'Bergen (R)']",['Training'],"Requires law enforcement officers and recruits to undergo self-defense training, appropriates a certain dollar amount to Police Training Commission."
NJ,NJ A    4417,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4417&ciq=ncsl&client_md=b669860b8c2020167c595b09a07d7ff8&mode=current_text,2020,Police Training Commission Membership,Pending - Assembly Law and Public Safety Committee,7/20/2020,['Giblin (D)'],"['Training', ' Oversight']",Expands Police Training Commission membership to include legislative appointees.
NJ,NJ A    4450,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4450&ciq=ncsl&client_md=3150b5a87f7ca7bb17ffbd2f75097799&mode=current_text,2020,Law Enforcement Officer Misconduct Report Portal,Pending - Assembly Community Development and Affairs Committee,7/23/2020,"['Wimberly (D)', 'Reynolds-Jackso (D)']","['Oversight', ' Use of Force']","Requires online portal to report law enforcement officer misconduct, establishes duty to report by law enforcement officers."
NJ,NJ A    4460,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4460&ciq=ncsl&client_md=906d7c970f609bc4795c6937abae3c10&mode=current_text,2020,Law Enforcement Officers Injury Compensation,Pending - Assembly Law and Public Safety Committee,7/27/2020,['Mukherji (D)'],['Other Issues'],"Extends from 6 to 12 months compensation program for injured law enforcement officers and other employees, revises type of injury needed to qualify for program."
NJ,NJ A    4465,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4465&ciq=ncsl&client_md=f50ec284c0116dca4a0af5d8f593e045&mode=current_text,2020,Driver Course Traffic Stop Education,Pending - Assembly Transportation and Independent Authorities Committee,7/30/2020,"['Jimenez (D)', 'Chiaravalloti (D)', 'Reynolds-Jackso (D)', 'Mejia (D)']",['Other Issues'],Requires driver education courses to include instruction on appropriate actions for driver to take when stopped by law enforcement officer.
NJ,NJ A    4468,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4468&ciq=ncsl&client_md=9f3ccef0b453a52e5a2062a6fddbba6e&mode=current_text,2020,Law Enforcement Officers Accomplice Liability,Pending - ASSEMBLY,7/30/2020,"['Reynolds-Jackso (D)', 'Verrelli (D)']",['Use of Force'],Concerns accomplice liability of law enforcement officers who fail to de-escalate and intervene when another officer commits offense.
NJ,NJ A    4469,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4469&ciq=ncsl&client_md=23c44bc5dcdcdeec6f578335ce649910&mode=current_text,2020,Police Body Camera Implementation Task Force,Pending - Assembly Aging and Senior Services Committee,7/30/2020,"['Reynolds-Jackso (D)', 'Verrelli (D)']",['Technology'],Establishes Police Body Camera Implementation Task Force to study and make recommendations concerning use of body cameras by law enforcement agencies in this State.
NJ,NJ A    4492,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4492&ciq=ncsl&client_md=82a5ea06b7e0493effa31969af5ef651&mode=current_text,2020,Reimburse Municipalities for Police and Sanitation Cost,Pending - Assembly State and Local Government Committee,8/10/2020,['Dunn (R)'],['Other Issues'],"Establishes fund to reimburse municipalities for police and sanitation costs related to crowding at Motor Vehicle Commission sites, appropriates a specified amount."
NJ,NJ A    4511,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4511&ciq=ncsl&client_md=f5a764c6383ef8ec34fc6ac308c63bdb&mode=current_text,2020,Law Enforcement Immediate Transport,Pending - Senate Law and Public Safety Committee,8/24/2020,"['Sumter (D)', 'Vainieri Huttle (D)', 'Jasey (D)', 'Wimberly (D)', 'McKnight (D)']",['Other Issues'],Allows for immediate transport of persons by local law enforcement officers under certain circumstances.
NJ,NJ A    4514,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4514&ciq=ncsl&client_md=2a2c23438d3b597d8de938f05f00559b&mode=current_text,2020,Police Vehicles Requirements,Pending - Assembly Community Development and Affairs Committee,8/10/2020,['Burzichelli (D)'],['Other Issues'],Establishes requirements for certain police vehicles.
NJ,NJ A    4515,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4515&ciq=ncsl&client_md=b0ed0a024ef2d1aa4b22de3b96701a12&mode=current_text,2020,Law Enforcement Officer Use of Force Data,Pending - Senate Law and Public Safety Committee,8/10/2020,"['Sumter (D)', 'Conaway (D)', 'Johnson (D)', 'Vainieri Huttle (D)', 'Jasey (D)', 'Wimberly (D)', 'McKnight (D)', 'Reynolds-Jackso (D)']","['Oversight', ' Use of Force']",Requires Attorney General to establish law enforcement officer use of force data collection and reporting system.
NJ,NJ A    4532,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4532&ciq=ncsl&client_md=143005554ca514415001352afd666674&mode=current_text,2020,Police Cultural Diversity and Implicit Bias Training,Pending - Assembly Community Development and Affairs Committee,8/13/2020,"['Speight (D)', 'Vainieri Huttle (D)', 'Reynolds-Jackso (D)', 'Verrelli (D)']",['Training'],Requires cultural diversity and implicit bias training be included in police basic training curriculum.
NJ,NJ A    4598,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4598&ciq=ncsl&client_md=8c38c8d5583e8500fee0f7e6b526639e&mode=current_text,2020,Law Enforcement Hiring,Pending - Assembly Law and Public Safety Committee,8/27/2020,['Reynolds-Jackso (D)'],"['Training', ' Other Issues', ' Oversight']","Establishes an oversight database to aid in civil service hiring process for law enforcement officers, requires a statewide diversity analysis of law enforcement."
NJ,NJ A    4605,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4605&ciq=ncsl&client_md=b3cba7c3f39717a8c7f53e6fc203031d&mode=current_text,2020,Epinephrine Auto-Injector Device Emergency Services,Pending - Assembly Health Committee,9/14/2020,['Space (R)'],['Other Issues'],"Permits corrections officers, firefighters, and police officers to administer epinephrine auto-injector device."
NJ,NJ A    4612,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4612&ciq=ncsl&client_md=6cb51041a06d8e65c1a21b55dde83d17&mode=current_text,2020,Retired Law Enforcement Officers Carry Allowance,Pending - Assembly Law and Public Safety Committee,9/14/2020,"['Dancer (R)', 'McClellan (R)', 'Simonsen (R)']",['Other Issues'],Allows fully qualified retired law enforcement officers to carry handguns without a permit.
NJ,NJ A    4614,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4614&ciq=ncsl&client_md=580f9861ccc0b7a341a08e684a55a6e9&mode=current_text,2020,Accidental Disability Retirement Allowance,Pending - Assembly State and Local Government Committee,9/14/2020,['Dancer (R)'],['Other Issues'],"Extends eligibility for accidental disability retirement allowance to certain police officers and firefighters who participated in 9/11 World Trade Center (WTC) rescue, recovery, or cleanup operations."
NJ,NJ A    4655,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4655&ciq=ncsl&client_md=fe343c4974e75d33cfcf9dc74f4c8da1&mode=current_text,2020,Polling Place Law Enforcement Presence,Pending - ASSEMBLY,10/26/2020,"['Reynolds-Jackso (D)', 'Wimberly (D)']",['Other Issues'],"Concerns law enforcement presence at polling places and ballot drop box locations, prohibits electioneering within a specified distance of ballot drop boxes, amends various parts of the statutory law."
NJ,NJ A    4656,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4656&ciq=ncsl&client_md=1e7ac6314cf484c5bd8f7d9a7c53da02&mode=current_text,2020,Police Operations and Conduct Review,Pending - Assembly Community Development and Affairs Committee,9/17/2020,"['McKnight (D)', 'Sumter (D)', 'Wimberly (D)', 'Reynolds-Jackso (D)']",['Oversight'],"Authorizes creation of local civilian review boards to review police operations and conduct, appropriates a specified amount."
NJ,NJ A    4712,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4712&ciq=ncsl&client_md=9489cbe69826dbd9061ff243dc5f75c1&mode=current_text,2020,Police Officer in Service Cultural Diversity Training,Pending - Assembly Law and Public Safety Committee,9/21/2020,['Conaway (D)'],['Training'],Requires six hours police officer in-service cultural diversity training every five years.
NJ,NJ A    4713,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A4713&ciq=ncsl&client_md=ab6b1ec8ada637a4b62be7431173a0c6&mode=current_text,2020,Comprehensive Core Competency Police Training Program,Pending - Assembly Law and Public Safety Committee,9/21/2020,"['Conaway (D)', 'Bergen (R)']",['Training'],Establishes comprehensive core competency police training program.
